id_oferta|fecha_registro|vendidos
11896|24-03-2015 14:00:00|8 
11895|24-03-2015 14:00:00|9 
11989|24-03-2015 14:00:00|6 
11845|24-03-2015 14:00:00|13 
11894|24-03-2015 14:00:00|90 
11642|24-03-2015 14:00:00|35 
11849|24-03-2015 14:00:00|29 
11878|24-03-2015 14:00:00|64 
11699|24-03-2015 14:00:00|51 
11744|24-03-2015 14:00:00|231 
11375|24-03-2015 14:00:00|151 
11917|24-03-2015 14:00:00|98 
11702|24-03-2015 14:00:00|37 
11746|24-03-2015 14:00:00|25 
11344|24-03-2015 14:00:00|19 
11711|24-03-2015 14:00:00|15 
11484|24-03-2015 14:00:00|63 
11374|24-03-2015 14:00:00|162 
11474|24-03-2015 14:00:00|207 
11707|24-03-2015 14:00:00|23 
11345|24-03-2015 14:00:00|28 
11616|24-03-2015 14:00:00|25 
11293|24-03-2015 14:00:00|43 
11663|24-03-2015 14:00:00|19 
11681|24-03-2015 14:00:00|36 
11539|24-03-2015 14:00:00|121 
11504|24-03-2015 14:00:00|52 
11682|24-03-2015 14:00:00|142 
11382|24-03-2015 14:00:00|125 
11262|24-03-2015 14:00:00|30 
